Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category,norm_votes,norm_rating,Score,Explanation
Cake Spot,1,New Delhi,77.1939753,28.5696602,"bakery, fast food",400,No,No,No,1,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Shama Muradabadi Chicken Biryani,1,New Delhi,77.2990585,28.5334587,mughlai,400,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Sansar Hotel,1,New Delhi,77.2976641,28.532348,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Nutri Lunch,1,New Delhi,77.2921201,28.532939,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Kaka's Tiffin Service,1,New Delhi,77.2963255,28.5374192,north indian,150,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Facebook Fast Food,1,New Delhi,77.2991003,28.5335599,"north indian, mughlai, chinese",750,No,No,No,2,0.0,0,India,north indian,High,0.0,0.0,0.0,"Matched on north indian cuisine, High budget in India with rating 0.0"
Devika Restaurant,1,New Delhi,77.2985607,28.5378528,south indian,200,No,No,No,1,0.0,0,India,south indian,Low,0.0,0.0,0.0,"Matched on south indian cuisine, Low budget in India with rating 0.0"
Al-Nawab,1,New Delhi,77.2362096,28.6498224,mughlai,300,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
PSR Foods,1,New Delhi,77.19821937,28.51756924,"north indian, street food",100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Aradhya Restaurant,1,New Delhi,77.19819423,28.51751975,"chinese, north indian",200,No,No,No,1,0.0,0,India,chinese,Low,0.0,0.0,0.0,"Matched on chinese cuisine, Low budget in India with rating 0.0"
Aggarwal Sweet Corner,1,New Delhi,77.31474,28.6789662,"mithai, street food",150,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Asia,1,New Delhi,77.3194607,28.6803726,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Student Corner,1,New Delhi,77.2188247,28.7091854,fast food,50,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Preet Fast Foods,1,New Delhi,77.2052605,28.7014404,street food,50,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Kamal Chicken,1,New Delhi,77.196097,28.6689477,"mughlai, north indian",500,No,No,No,2,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
L.N Live Kitchen,1,New Delhi,77.2050973,28.6979839,"chinese, fast food",300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Taj Chicken Point,1,New Delhi,0.0,0.0,"north indian, mughlai",400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Madras Cafe,1,New Delhi,77.2157015,28.7105709,"south indian, chinese",200,No,No,No,1,0.0,0,India,south indian,Low,0.0,0.0,0.0,"Matched on south indian cuisine, Low budget in India with rating 0.0"
NIK's Chicken Corner,1,New Delhi,77.2188042,28.7089927,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Om Shanti Foods,1,New Delhi,77.2185861,28.7094348,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Roll Junction,1,New Delhi,0.0,0.0,north indian,150,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Panj Tara,1,New Delhi,77.2160901,28.7117332,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Pasta Pizza & Roll Hut,1,New Delhi,77.2090421,28.7140827,"italian, fast food",350,No,No,No,1,0.0,0,India,italian,Medium,0.0,0.0,0.0,"Matched on italian cuisine, Medium budget in India with rating 0.0"
Pheva Tandooris,1,New Delhi,77.2156916,28.7103288,"north indian, chinese",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Punjabi Delight,1,New Delhi,77.215591,28.7126375,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Garam Masala,1,New Delhi,77.2254202,28.5728608,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Kolkatta Kathi Roll,1,New Delhi,77.2286152,28.5740273,"north indian, fast food",150,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Muradabadi Shahi Biryani & Chicken Corner,1,New Delhi,77.2286152,28.5741169,mughlai,400,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Rara Dragon,1,New Delhi,77.2272935,28.5729113,chinese,500,No,No,No,2,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Mom's Bake,1,New Delhi,77.12170769,28.59346375,"bakery, fast food",200,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
RV Restaurant,1,New Delhi,77.13754522,28.56050598,"north indian, chinese, south indian",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Smily Cakes,1,New Delhi,77.29241386,28.62235249,bakery,250,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
Zaika Restaurant,1,New Delhi,77.280266,28.6193685,"mughlai, north indian",350,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Raja Rasoi,1,New Delhi,77.2187996,28.7093643,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Special Tea Point,1,New Delhi,77.2188247,28.709454,"street food, north indian",50,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Punjabi Tadka,1,New Delhi,77.146539,28.6296677,north indian,250,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Best Biryani,1,New Delhi,77.2076069,28.69846,mughlai,400,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Bablu Chinese Food,1,New Delhi,77.3221198,28.6766439,fast food,200,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Al Meraj Chicken Shop,1,New Delhi,77.1707986,28.5587394,"awadhi, mughlai",100,No,No,No,1,0.0,0,India,awadhi,Low,0.0,0.0,0.0,"Matched on awadhi cuisine, Low budget in India with rating 0.0"
Chinese Food Corner,1,New Delhi,77.1729675,28.5568298,"chinese, north indian",400,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Crazzy Bite,1,New Delhi,77.3243518,28.6869556,chinese,400,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Mamma Drools,1,New Delhi,77.3151641,28.6784646,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Pawan Foods,1,New Delhi,77.31044468,28.68845296,"chinese, north indian",500,No,No,No,2,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Prem Rasoi,1,New Delhi,77.30951831,28.68780825,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Shakun Cook-Du-Ku,1,New Delhi,77.3227227,28.6859527,"chinese, north indian",300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Zaika-E-Chaap Express,1,New Delhi,77.30820905,28.67788563,north indian,250,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Kirti Food Plaza,1,New Delhi,77.1706433,28.5580838,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Nishaj Chicken Corner,1,New Delhi,77.1716186,28.5566765,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
S.R. Bakers,1,New Delhi,77.1718111,28.5568164,bakery,100,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
New Punjabi Chaap Corner,1,New Delhi,77.1465469,28.6308841,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Shahi Muradabadi,1,New Delhi,0.0,0.0,mughlai,300,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Shree Vinayaga Restaurant,1,New Delhi,77.1742272,28.5560668,south indian,400,No,No,No,1,0.0,0,India,south indian,Medium,0.0,0.0,0.0,"Matched on south indian cuisine, Medium budget in India with rating 0.0"
Meatwale.com,1,New Delhi,77.194929,28.5761036,"north indian, indian",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
The Pure Kitchen,1,New Delhi,77.1901673,28.5266192,"chinese, continental, north indian",250,No,No,No,1,0.0,0,India,chinese,Low,0.0,0.0,0.0,"Matched on chinese cuisine, Low budget in India with rating 0.0"
The Yolmo Kitchen,1,New Delhi,77.170693,28.5588623,chinese,500,No,No,No,2,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Khalsa Eating Point,1,New Delhi,77.1470434,28.6271441,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Aditya Da Vaishno Dhaba,1,New Delhi,77.012198,28.6180639,north indian,250,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Anjel China & Tibetian Food,1,New Delhi,77.0024495,28.5607897,"tibetan, chinese",400,No,No,No,1,0.0,0,India,tibetan,Medium,0.0,0.0,0.0,"Matched on tibetan cuisine, Medium budget in India with rating 0.0"
Annpurna Rasoi,1,New Delhi,76.9967933,28.6283564,"north indian, fast food",200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Apni Rasoi,1,New Delhi,76.9969561,28.5910043,"mughlai, north indian",300,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Bajrang Misthan Bhawan,1,New Delhi,76.9869396,28.6053412,mithai,100,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Al- Laziz,1,New Delhi,77.24972282,28.55566852,mughlai,500,No,No,No,2,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Mahavrer Chap Express,1,New Delhi,77.3182032,28.6808405,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Kathi Junction,1,New Delhi,77.3180387,28.6806468,fast food,250,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
King Of Roll,1,New Delhi,77.1719215,28.5564964,fast food,100,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Smoke Trailer Grill,1,New Delhi,77.22338664,28.51195551,american,400,No,No,No,1,0.0,0,India,american,Medium,0.0,0.0,0.0,"Matched on american cuisine, Medium budget in India with rating 0.0"
D.A.A.,1,New Delhi,77.1709048,28.5569236,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Dada Ka,1,New Delhi,77.3200498,28.6806456,"mughlai, chinese",250,No,No,No,1,0.0,0,India,mughlai,Low,0.0,0.0,0.0,"Matched on mughlai cuisine, Low budget in India with rating 0.0"
Friends N Foods,1,New Delhi,77.32285928,28.68393079,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Hot N Fresh Pizza,1,New Delhi,77.3179939,28.6806874,pizza,400,No,No,No,1,0.0,0,India,pizza,Medium,0.0,0.0,0.0,"Matched on pizza cuisine, Medium budget in India with rating 0.0"
Yaadgaar,1,New Delhi,0.0,0.0,"fast food, north indian",300,No,No,No,1,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Tiffino Mania,1,New Delhi,0.0,0.0,"north indian, chinese, south indian",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
The Twisted Bakery,1,New Delhi,0.0,0.0,"bakery, desserts",400,No,No,No,1,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Star Restaurant,1,New Delhi,77.19856001,28.51784764,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Spice Treat,1,New Delhi,77.19935864,28.51725461,chinese,250,No,No,No,1,0.0,0,India,chinese,Low,0.0,0.0,0.0,"Matched on chinese cuisine, Low budget in India with rating 0.0"
Shree Balaji Bhojnalaya,1,New Delhi,77.19673578,28.50050685,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Jaca Restaurant,1,New Delhi,77.1721867,28.5563007,"north indian, chinese",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Rasoi - The Indian Zaika,1,New Delhi,77.2046316,28.5144607,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Mouthmatics ,1,New Delhi,0.0,0.0,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Le Village Pastry Shop,1,New Delhi,77.206069,28.5172873,"bakery, fast food",300,No,No,No,1,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Kalka's Food Centre,1,New Delhi,77.2062486,28.5183803,"north indian, chinese",200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Janta Canteen,1,New Delhi,77.19703753,28.50085983,north indian,150,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Foodies,1,New Delhi,77.20467545,28.51453131,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Chawla Chik Inn,1,New Delhi,77.214375,28.507952,"north indian, mughlai",800,No,Yes,No,2,0.0,0,India,north indian,High,0.0,0.0,0.0,"Matched on north indian cuisine, High budget in India with rating 0.0"
BonJuz,1,New Delhi,0.0,0.0,"healthy food, juices",200,No,No,No,1,0.0,0,India,healthy food,Low,0.0,0.0,0.0,"Matched on healthy food cuisine, Low budget in India with rating 0.0"
Bhawani Restaurant,1,New Delhi,77.2058841,28.51673,"north indian, mughlai, chinese",350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Shree Krishna Dhaba,1,New Delhi,77.2400961,28.6477718,"north indian, south indian",100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Roll's World,1,New Delhi,77.2358133,28.6413034,fast food,200,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Rajdhani Restaurant,1,New Delhi,77.2402908,28.6451272,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Tummyy Tull,1,New Delhi,77.1424589,28.6585987,fast food,200,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Hot & Hot Shudhir Chinese Point,1,New Delhi,77.1411461,28.6581714,"chinese, fast food",300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Food Nation,1,New Delhi,0.0,0.0,"north indian, chinese",400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Hungerz Hub,1,New Delhi,77.1389966,28.6594736,"burger, pizza, fast food",250,No,No,No,1,0.0,0,India,burger,Low,0.0,0.0,0.0,"Matched on burger cuisine, Low budget in India with rating 0.0"
Magic Mo:Mo Corner,1,New Delhi,77.1419683,28.6582366,"chinese, fast food",250,No,No,No,1,0.0,0,India,chinese,Low,0.0,0.0,0.0,"Matched on chinese cuisine, Low budget in India with rating 0.0"
Moji Dhaba,1,New Delhi,77.1461711,28.6621083,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Me and My Cake,1,New Delhi,0.0,0.0,"bakery, desserts",500,No,No,No,2,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Street Chaat Chatoron Ka Adda,1,New Delhi,0.0,0.0,street food,100,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Shahi Hyderbadi Biryani,1,New Delhi,77.1363776,28.6213659,mughlai,250,No,No,No,1,0.0,0,India,mughlai,Low,0.0,0.0,0.0,"Matched on mughlai cuisine, Low budget in India with rating 0.0"
Syall Kotian Da Dhaba,1,New Delhi,0.0,0.0,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Uttranchal Eating Point,1,New Delhi,77.280183,28.6263812,"north indian, chinese, fast food",250,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
